Quantity
13
11
33
32
39
1
44
2
6
2
9
58
2
1
31
4
4
37
34
2
35
1
38
30
4
8
54
10
1
50
35
1
20
1
22
1
37
25
4
30
35
12
1
7
14
13
58
17
5
23
1
18
6
29
4
75
50
5
3
1
7
22
26
13
20
1
2
43
2
1
24
7
7
18
18
11
7
2
19
10
3
25
21
35
4
2
42
4
36
17
38
22
1
28
41
46
1
25
5
1
25
42
5
11
14
1
28
34
1
15
5
2
31
6
7
31
1
34
20
61
1
40
40
29
9
38
6
12
36
56
7
47
6
39
12
12
6
8
4
51
22
6
7
36
24
2
8
42
52
27
20
58
2
17
8
35
30
31
3
5
1
2
32
5
3
10
7
2
8
17
42
1
42
15
2
39
31
13
9
13
3
38
38
6
2
1
31
21
30
16
13
13
25
30
11
2
7
3
1
48
1
21
28
17
37
31
32
3
1
11
3
10
25
5
21
16
22
2
14
2
3
17
14
1
8
52
6
42
1
11
55
8
5
1
24
4
22
3
6
33
15
2
18
18
4
1
1
5
39
15
1
35
27
16
44
7
38
7
20
37
7
28
3
21
52
25
33
15
9
4
19
51
42
13
8
38
8
40
64
20
20
48
27
21
37
47
45
32
14
47
29
29
8
45
36
29
1
5
43
11
11
42
2
1
9
29
8
42
3
11
15
7
81
8
1
5
7
32
11
22
13
40
1
8
25
19
6
46
35
15
22
3
14
5
23
3
36
9
12
1
3
5
32
2
10
3
27
19
43
16
4
4
20
6
30
13
11
33
11
1
13
10
1
14
35
35
12
38
4
34
44
54
43
18
1
40
2
22
1
37
45
17
31
4
4
16
1
18
2
18
50
7
28
10
14
5
30
35
1
1
34
33
12
2
36
23
33
5
29
11
1
2
47
2
28
27
43
10
4
22
38
20
25
3
1
15
7
49
1
6
17
1
2
27
20
13
17
3
26
1
20
4
27
13
29
23
8
39
9
1
3
6
21
24
31
9
15
27
10
6
34
4
9
12
7
2
20
5
33
18
23
29
12
17
58
51
1
14
12
17
1
15
19
50
4
9
21
12
2
20
6
3
15
29
5
23
9
3
14
2
5
2
3
58
77
4
21
43
2
2
2
6
20
21
2
80
9
33
33
19
2
19
1
10
64
2
3
3
3
1
17
2
1
44
9
39
2
42
15
50
33
4
24
21
28
47
45
2
36
6
82
35
1
6
4
6
2
4
6
23
2
15
36
46
38
9
13
5
27
1
25
6
22
2
1
1
14
29
63
37
49
13
13
18
14
5
11
28
7
1
39
28
3
7
7
1
52
6
21
6
1
4
10
25
12
9
1
23
1
29
19
27
3
13
19
49
29
46
11
4
6
1
40
13
30
1
26
19
1
30
41
33
4
4
1
27
24
1
27
13
37
1
41
39
48
2
2
2
37
47
37
8
10
31
10
24
1
4
6
50
11
17
37
51
8
32
29
3
18
7
21
1
10
3
9
15
19
9
1
7
17
2
42
53
5
17
4
2
5
10
27
21
43
6
11
37
9
13
1
44
6
1
14
4
7
36
33
24
26
45
22
48
23
29
15
2
1
13
5
10
58
6
12
4
6
5
9
36
2
36
6
1
3
39
31
3
6
17
45
8
8
50
6
48
48
1
1
47
42
11
6
5
21
51
6
65
44
5
27
6
20
27
22
69
34
6
28
45
2
9
11
45
27
22
3
25
12
2
9
1
34
16
8
12
57
18
1
1
23
50
17
9
22
51
9
5
8
1
21
18
19
4
29
35
8
7
2
39
3
5
25
25
9
1
7
1
9
12
5
8
13
8
24
2
2
14
42
4
5
17
46
40
2
1
5
14
5
4
14
1
6
25
14
5
2
1
19
6
5
3
32
27
11
28
1
2
33
1
37
51
11
5
6
28
32
2
10
14
3
4
1
4
16
59
7
1
5
15
53
2
16
1
25
1
8
20
12
3
8
24
11
11
20
18
35
1
18
15
1
3
39
1
9
13
7
2
9
3
4
41
19
1
3
13
11
1
31
1
1
36
54
2
11
38
42
13
14
69
6
40
82
49
24
30
28
25
27
11
16
24
18
44
10
20
45
21
35
30
31
8
30
59
18
1
34
5
43
3
10
6
14
3
7
15
41
16
5
28
6
6
1
6
35
14
23
13
5
7
29
1
16
38
1
16
18
12
21
18
26
7
9
24
45
3
18
34
11
23
4
7
23
45
46
1
11
9
16
29
14
1
33
24
2
10
19
38
35
1
19
47
5
2
19
3
40
36
2
7
41
2
35
1
5
23
26
28
20
31
31
2
22
58
8
2
22
38
9
13
5
34
13
27
28
51
7
1
11
30
23
10
2
37
34
1
5
34
18
38
15
6
3
3
46
3
11
3
35
9
34
6
42
26
6
28
11
1
4
2
5
16
3
9
40
29
3
55
1
25
6
37
5
10
11
4
20
2
2
10
3
6
3
1
25
1
2
40
5
4
22
30
25
24
1
38
1
21
1
7
1
23
1
37
1
45
5
7
18
16
3
11
48
58
26
39
1
10
31
11
1
6
44
46
3
3
33
34
8
11
27
12
9
28
28
5
5
38
7
3
23
2
11
45
11
1
29
6
2
1
1
17
13
4
20
32
17
30
10
37
21
22
48
29
9
2
1
20
5
22
25
12
21
37
15
3
23
42
26
5
15
6
38
35
1
1
8
1
13
2
44
1
9
53
1
1
40
2
17
1
102
16
23
6
3
6
12
6
22
41
13
18
9
1
60
3
7
17
41
24
1
37
2
6
29
3
11
42
31
3
1
38
3
55
32
6
9
15
2
49
23
1
2
1
6
36
24
48
23
25
1
3
20
18
29
27
21
18
31
18
5
31
2
27
43
3
20
35
6
24
9
1
33
14
41
1
36
19
21
1
5
4
18
21
6
14
57
17
4
5
9
1
1
3
30
43
36
3
48
6
5
1
4
8
5
4
27
5
7
9
54
22
14
1
5
1
20
2
3
3
1
4
18
18
57
53
5
36
42
59
23
32
3
1
4
21
21
20
3
29
33
26
21
1
10
2
29
2
30
5
9
2
4
53
24
24
2
5
3
22
3
23
27
50
24
10
2
31
29
1
11
7
41
54
33
1
46
1
13
6
7
16
2
21
20
5
22
11
3
58
1
1
25
34
3
3
52
17
8
22
1
1
1
4
24
4
24
11
1
40
44
21
27
6
16
6
8
11
26
37
7
13
13
27
3
1
25
7
6
18
25
10
21
1
27
4
11
1
36
47
1
2
1
43
4
4
32
17
58
39
7
6
18
35
27
25
1
40
9
13
16
45
11
6
12
35
27
4
1
5
46
1
26
9
6
1
1
6
2
28
2
5
16
22
2
6
1
41
10
33
2
27
1
34
41
3
12
7
7
4
21
1
23
19
16
21
2
27
6
5
16
8
16
28
64
30
93
3
16
18
7
22
1
35
30
8
30
1
1
1
1
39
7
5
26
4
7
35
8
15
7
41
38
12
43
13
32
52
2
1
36
52
7
47
13
9
8
38
13
18
27
2
8
28
44
1
3
9
4
7
7
2
31
1
12
32
26
32
2
46
21
1
8
28
13
2
2
3
58
3
2
18
1
9
4
14
11
22
51
54
23
1
3
44
14
43
46
4
27
17
5
31
43
46
16
19
5
11
36
2
1
7
2
21
17
1
1
31
26
28
9
16
33
15
41
35
21
1
1
30
19
51
16
17
26
6
4
43
5
28
10
32
9
5
30
1
30
1
9
6
9
20
34
4
9
7
20
6
20
24
30
16
56
1
4
1
43
1
1
27
1
29
50
22
7
2
41
7
3
5
7
2
40
7
26
35
1
9
71
9
1
7
8
7
3
7
10
32
2
26
40
29
57
2
9
1
2
1
18
13
33
2
1
33
12
22
5
40
4
15
7
1
8
19
1
8
31
28
62
53
34
17
32
4
2
3
30
13
9
37
3
46
2
1
10
4
11
1
14
18
1
44
4
2
8
40
40
18
4
10
1
11
41
32
3
14
1
10
45
5
40
11
6
38
1
2
1
40
44
45
5
1
15
1
4
13
18
1
30
30
15
30
30
6
23
28
6
13
1
2
7
15
67
21
44
41
30
10
16
4
46
2
1
50
3
30
2
10
2
24
3
12
19
2
1
2
19
8
18
15
15
7
1
23
29
1
6
1
8
20
21
24
1
6
33
17
24
1
31
9
5
55
17
52
15
1
45
22
1
2
2
31
2
7
54
7
5
2
13
2
4
16
16
3
3
23
17
22
1
23
11
2
5
7
3
5
82
18
4
28
23
37
35
5
36
1
3
17
22
27
9
21
9
7
16
10
1
40
17
39
7
14
23
38
45
7
3
1
40
10
27
21
26
9
23
3
18
3
8
2
2
12
7
21
3
12
6
33
15
29
13
35
6
23
12
16
2
51
29
20
25
28
1
14
38
31
1
13
11
43
4
25
41
8
5
26
41
1
37
26
15
14
12
3
10
20
35
6
41
41
1
2
23
54
17
54
2
6
39
32
19
2
5
7
19
13
5
7
57
26
6
5
11
46
35
18
22
42
20
16
19
2
1
5
22
3
2
1
4
33
70
28
20
1
43
5
20
6
4
1
44
39
3
2
20
12
1
30
10
11
1
2
61
10
18
16
19
48
8
36
10
3
8
4
1
11
66
5
6
49
2
2
23
6
5
7
42
4
1
3
11
35
3
28
23
48
39
16
38
2
1
32
1
4
1
34
12
3
16
7
1
23
26
39
15
8
1
11
1
8
28
2
43
2
38
6
10
11
2
34
41
24
2
1
35
3
24
34
19
24
19
19
4
6
16
8
2
25
1
18
17
30
16
1
1
36
17
51
6
10
2
11
28
2
2
40
5
2
8
4
24
17
1
11
3
4
2
25
42
22
37
74
2
54
26
5
10
4
4
6
5
7
1
9
6
25
27
5
36
25
6
11
3
15
9
34
45
18
49
1
1
2
9
32
37
12
44
31
2
32
3
19
59
41
20
4
53
52
28
57
18
11
22
33
4
34
4
34
26
7
27
52
3
70
13
20
6
6
7
53
41
6
1
1
47
40
7
5
24
29
12
28
25
34
8
23
6
21
9
8
3
9
5
4
16
24
5
23
3
56
23
3
2
20
47
1
15
1
1
2
2
42
2
15
10
11
35
9
36
4
5
1
11
3
3
22
23
36
3
5
21
7
5
1
31
21
1
1
9
18
11
2
2
7
16
17
23
39
25
46
10
24
1
12
2
11
11
1
1
4
13
4
20
5
2
4
37
4
31
1
29
12
7
1
1
42
37
29
12
33
4
26
1
18
16
1
2
1
17
3
19
14
39
9
2
17
5
35
24
6
22
7
32
11
1
7
7
1
2
12
30
19
13
24
18
11
36
5
16
39
5
42
24
1
38
35
38
4
17
31
7
9
23
23
5
5
46
12
32
4
22
26
57
45
32
20
13
1
43
8
25
10
2
23
45
8
12
25
3
1
6
49
22
36
11
3
53
7
15
48
18
18
22
11
14
2
37
33
1
6
10
3
6
1
43
67
10
3
10
36
45
3
1
19
11
32
2
3
6
9
16
5
17
3
1
8
16
34
71
1
14
4
2
1
26
1
11
4
42
26
35
13
21
12
7
35
7
35
26
27
7
1
2
33
9
19
34
22
19
13
3
17
19
5
31
5
17
5
1
37
41
3
17
14
1
11
11
16
19
58
9
2
3
1
45
40
6
1
21
14
39
1
21
61
54
4
32
5
48
34
1
13
5
1
2
42
9
41
3
1
47
9
31
4
5
10
9
52
1
8
3
15
58
1
23
17
15
30
1
12
14
3
4
54
12
21
8
3
2
1
20
10
9
19
11
2
31
8
25
2
27
16
13
49
16
30
3
47
6
48
1
3
20
55
14
10
18
8
20
52
2
1
1
3
1
10
1
2
8
17
52
1
3
31
43
3
3
47
17
3
13
8
20
6
1
1
59
33
44
8
41
11
38
15
7
5
5
1
3
9
25
18
7
15
3
34
1
70
16
53
1
11
5
43
35
2
11
2
36
28
38
12
17
21
30
2
21
1
5
49
16
1
26
14
1
25
18
4
7
40
17
42
16
13
4
14
21
16
26
51
39
4
7
1
10
25
40
11
46
3
8
12
3
1
57
4
18
3
29
43
26
53
18
20
1
37
4
15
16
45
1
4
8
26
3
6
5
4
26
53
1
8
17
33
49
35
33
7
50
4
1
5
2
10
46
6
7
5
9
49
1
23
4
42
23
1
6
20
20
7
1
51
7
13
2
2
1
1
8
46
3
1
28
12
10
18
25
20
6
9
26
8
21
29
19
5
3
77
12
10
8
1
1
14
1
16
10
9
2
15
22
18
19
1
9
60
16
33
29
24
2
13
12
10
1
15
2
35
32
1
3
3
5
4
1
1
1
4
32
13
8
42
41
29
1
1
28
1
13
7
19
35
9
1
1
1
30
4
10
4
6
2
47
18
13
3
18
11
3
8
20
37
18
13
18
60
2
3
37
15
50
43
28
2
28
18
35
47
6
15
4
26
3
1
23
33
9
2
24
12
26
14
11
13
27
19
24
2
20
33
1
43
15
1
1
2
9
3
31
6
1
10
18
41
11
9
30
1
49
42
3
19
9
26
1
35
6
2
2
2
45
25
6
20
1
27
3
8
2
1
14
1
21
15
5
9
35
28
14
2
63
2
9
11
9
29
18
25
3
36
17
60
28
3
20
10
15
48
31
1
3
45
27
25
6
4
39
8
12
1
1
14
14
6
3
1
3
10
23
3
50
2
32
17
3
5
1
9
3
40
21
9
5
6
5
19
8
21
1
2
2
4
25
35
14
60
29
6
18
14
40
7
6
8
34
5
12
15
6
38
13
19
15
42
54
1
9
4
4
14
1
14
12
2
11
4
40
49
44
12
10
9
10
35
3
2
5
37
34
1
37
11
1
5
20
31
7
2
37
15
26
12
1
2
3
16
6
29
5
2
8
6
9
4
4
1
18
1
12
16
1
4
27
44
1
2
6
11
10
36
43
6
8
13
14
7
42
3
1
15
12
4
38
3
65
42
1
1
4
4
12
4
1
2
33
15
11
4
24
7
1
17
13
5
33
31
1
1
2
13
23
25
24
1
33
3
1
17
19
42
4
37
9
28
36
8
14
7
2
3
25
43
18
5
1
2
35
3
19
10
29
42
27
5
20
2
2
21
9
4
2
23
1
16
22
7
15
9
1
31
6
53
24
13
7
9
24
1
2
53
2
8
10
4
26
6
9
26
26
1
44
5
5
5
1
2
8
1
1
1
1
16
6
33
1
5
31
16
20
6
40
9
8
3
9
3
1
48
24
6
5
6
56
3
11
20
14
19
3
38
38
29
38
1
12
27
20
18
11
4
5
50
3
19
1
54
16
59
3
1
13
1
9
28
2
17
1
50
14
21
8
12
14
3
46
8
21
1
4
5
2
15
20
2
32
1
7
39
5
6
19
48
2
1
40
31
11
29
11
2
2
14
73
43
1
43
1
47
34
1
4
8
17
4
1
46
3
32
2
31
1
2
1
22
1
2
6
1
29
2
1
6
10
27
8
1
43
8
16
11
31
7
47
1
2
9
1
17
44
9
1
42
35
24
7
61
8
2
55
16
15
66
37
1
7
3
9
10
22
1
9
16
9
7
35
5
42
24
1
1
20
12
8
1
1
1
1
24
2
49
18
17
3
1
31
29
8
3
38
7
1
12
5
33
3
34
57
1
11
6
64
19
30
26
19
2
6
26
41
7
10
1
49
26
24
7
16
2
22
6
7
3
9
29
12
71
10
57
53
5
27
5
6
30
1
1
7
2
3
6
36
1
8
1
13
1
6
6
29
1
11
1
1
31
49
4
9
18
46
4
5
11
15
1
2
31
3
19
1
44
35
3
24
7
47
18
16
17
4
1
37
11
23
5
19
2
28
48
3
1
8
3
16
8
35
47
49
2
25
27
21
7
17
14
8
2
54
13
15
21
3
30
34
1
31
21
2
4
12
43
30
2
4
23
2
5
31
10
1
7
5
60
4
9
33
42
33
14
21
5
26
24
25
46
9
5
25
1
17
1
1
1
4
2
13
16
6
18
37
6
1
2
3
15
28
1
16
27
11
4
6
17
1
1
23
1
9
25
1
10
1
3
67
25
31
12
18
3
8
7
53
5
18
22
46
19
1
20
3
1
11
38
4
19
7
1
1
2
11
1
2
7
51
2
26
5
6
3
36
3
52
1
22
17
22
4
39
20
62
6
6
18
59
8
24
4
2
29
8
4
1
7
12
35
26
8
3
1
29
19
2
4
13
4
21
1
9
21
11
38
3
13
45
33
2
24
1
35
4
9
14
28
49
9
6
39
4
8
4
2
35
2
25
63
31
9
3
39
5
15
4
1
48
21
9
18
39
32
17
11
3
6
10
46
9
7
18
9
3
7
12
17
36
2
29
17
7
21
35
16
34
49
5
12
15
6
34
2
4
3
11
10
24
26
39
9
10
3
3
11
37
68
29
7
4
3
30
17
6
1
45
37
5
9
9
16
20
12
15
39
62
6
12
12
20
2
1
1
9
27
14
21
1
32
41
9
7
12
21
13
49
9
6
14
50
7
7
2
17
20
1
54
5
1
25
12
12
8
20
32
33
28
40
13
60
35
17
5
22
1
2
2
58
40
3
46
5
8
12
17
9
3
18
5
21
2
8
86
22
2
13
91
35
34
3
11
13
20
24
4
1
2
3
40
1
1
12
19
2
3
2
36
13
33
2
46
1
46
34
10
3
33
3
27
6
3
25
12
12
18
46
55
34
15
15
52
41
39
1
9
4
2
7
2
47
20
35
8
25
1
3
56
35
17
37
109
1
3
43
1
1
43
10
5
3
11
7
33
16
43
3
7
42
5
25
33
4
21
57
59
27
54
1
77
2
3
15
7
20
52
55
7
33
2
8
8
37
13
22
28
18
15
40
2
7
31
34
7
23
32
2
14
6
28
14
7
27
30
15
9
29
3
20
13
10
2
35
6
25
1
2
1
1
1
1
33
1
24
5
9
3
50
24
17
23
2
19
2
28
42
29
43
28
27
8
5
1
27
39
7
57
27
3
50
21
32
1
5
15
41
29
56
1
4
2
3
15
14
1
9
57
7
9
5
29
35
24
3
23
2
6
39
37
9
10
1
15
19
23
1
9
11
4
10
1
8
8
6
2
1
25
4
25
6
14
11
22
51
5
6
26
19
13
20
11
4
25
1
33
54
49
23
1
38
6
69
6
7
27
7
1
73
3
9
22
3
5
16
17
12
3
35
24
15
1
25
8
16
13
3
11
32
15
1
3
6
7
12
1
25
109
1
8
56
6
27
36
52
12
42
5
6
27
3
7
6
1
16
25
25
2
26
9
1
17
1
46
25
1
23
3
37
16
9
1
8
3
1
33
32
4
3
1
36
1
2
23
17
50
58
31
10
27
11
41
28
21
57
5
89
21
16
17
6
28
6
1
23
3
23
29
12
2
18
10
40
40
15
40
5
2
63
20
1
2
1
1
40
29
13
21
37
1
46
1
1
1
11
30
2
1
9
1
18
1
23
8
5
1
1
17
52
8
1
42
10
57
62
39
24
28
2
25
33
31
3
16
50
35
18
15
1
10
7
16
21
1
14
8
29
13
34
6
20
24
5
40
50
9
60
40
36
4
1
1
10
13
26
6
2
3
13
